scholarship_name,deadline,degree,university_name,level,country
"International PhD Studentships in Discovery of Materials for Enhanced PV Performance, UK",17 Mar 2024,"Engineering&Technology,Business & Management,Medical & Pharmacy",University of Liverpool,PHD,UK
University of Bradford Ram Chari International Scholarships in UK,07 Sep 2023,"Business & Management,Computer Science & IT,Medical & Pharmacy",University of Bradford,Masters,UK
University of Bradford Ram Chari International Scholarships in UK,22 Sep 2023,"Art & Design,Engineering&Technology,Business & Management",University of Bradford,Masters,UK
GREAT Scholarships for International Students at Oxford Brookes University in UK,15 Sep 2023,"Business & Management,Computer Science & IT,Education",Oxford Brookes University,Postgraduate course,UK
International PhD Studentships at UCL School of Pharmacy in UK ,02 Sep 2023,"Engineering&Technology,Business & Management,Education",UCL School of Pharmacy,PHD,UK
"MSc UXID Scholarships International Scholarships at Glasgow Caledonian University, UK",11 Aug 2023,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT",Glasgow Caledonian University,Postgraduate ,UK
Cardiff University Vice-Chancellor’s International Scholarship in the UK,17 Aug 2023,"Engineering&Technology,Business & Management,Medical & Pharmacy",Cardiff University,Undergraduate and Postgraduate taught course,UK
Norwich University of the Arts Vice Chancellor’s Global UG Awards in UK,10 Aug 2023,"Art & Design,Engineering&Technology,Computer Science & IT",Norwich University of the Arts,Undergraduate degree,UK
"Fully Funded International PhD Scholarships in Experimental Characterisations and Modelling of Facial Tissues for Simulation of Facial Deformations, UK",04 Aug 2023,"Art & Design,Engineering&Technology,Computer Science & IT",Swansea University,PHD,UK
Full PhD International Scholarships at University of Essex in UK,05 Aug 2023,"Art & Design,Engineering&Technology,Business & Management",University of Essex,PHD,UK
Pentland Scholarships for International Students in UK,31 Jul 2023,"Art & Design,Engineering&Technology,Business & Management",University College London,Masters,UK
Royal College of Art Deputy Vice Chancellor’s International Scholarships in UK,05 Aug 2023,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy",Royal College of Art,Masters,UK
Glasgow Caledonian University Advancing Health Practice International Scholarships in UK,15 Aug 2023,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",Glasgow Caledonian University,Master,UK
"School of Geography International Fully-Funded PhD Studentship at the University of Nottingham, UK",31 Jul 2023,"Engineering&Technology,Business & Management,Computer Science & IT",University of Nottingham,PHD,UK
RAU Sports International Scholarships in UK,25 Jul 2023,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy,Education",Royal Agricultural University,Undergraduate,UK
The University of Manchester Department of Mathematics Scholarship Award for International Students,10 Aug 2023,"Art & Design,Engineering&Technology,Computer Science & IT",University of Manchester,Postgraduate research,UK
Mary Woolfe Charitable Trust Bursaries for International Students in UK,31 Jul 2023,"Art & Design,Engineering&Technology,Computer Science & IT",Guildford School of Acting,Undergraduate or Postgraduate,UK
Glasgow Caledonian University Advancing Health Practice International Scholarships in UK,05 Aug 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",Glasgow Caledonian University,Master,UK
Mary Woolfe Charitable Trust Bursaries for International Students in UK,01 Aug 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",Guildford School of Acting,Undergraduate or Postgraduate,UK
University of Dundee GEMS Scholarship for International Students in UK,25 Sep 2023,"Engineering&Technology,Business & Management,Computer Science & IT",University of Dundee,Undergraduate,UK
Rockford University Regent Awards for International Students in UK,01 Aug 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Education",Rockford University,Undergraduate ,
School of Earth and Environment Undergraduate International Excellence Scholarship in the UK,20 Jul 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Leeds,Undergraduate,UK
Royal College of Art Deputy Vice Chancellor’s International Scholarships in UK,21 Jul 2023,"Engineering&Technology,Business & Management,Medical & Pharmacy",Royal College of Art,Masters,UK
Teesside University Vice-Chancellor’s International Scholarships in UK,14 Jul 2023,"Art & Design,Business & Management,Medical & Pharmacy,Education",Teesside University,Undergraduate or Postgraduate,UK
"Sussex School of Engineering and Informatics International Masters Award, UK",30 Sep 2023,"Art & Design,Engineering&Technology,Computer Science & IT,Medical & Pharmacy",University of Sussex,Master,UK
SOAS University of London International Postgraduate Scholarships in UK,30 Jul 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",SOAS University of London,Postgraduate Taught (on-campus),UK
RAU Sports International Scholarships in UK,14 Jul 2023,"Engineering&Technology,Business & Management,Medical & Pharmacy,Religion & Ethics",Royal Agricultural University,Undergraduate,UK
Cardiff University Vice-Chancellor’s International Scholarship in the UK,15 Jul 2023,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",Cardiff University,Undergraduate and Postgraduate taught course,UK
International PhD Studentships at UCL School of Pharmacy in UK ,07 Jul 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",UCL School of Pharmacy,PHD,UK
"Sir Ray Tindle International Scholarships for Undergraduate Creative Programs in UK, 2023",30 Jun 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University for the Creative Arts,Undergraduate,UK
Norwich University of the Arts Vice Chancellor’s Global UG Awards in UK,07 Jul 2023,"Business & Management,Computer Science & IT,Medical & Pharmacy",Norwich University of the Arts,Undergraduate degree,UK
"GREAT Scholarships in Justice and Law for International Students at University of Strathclyde, UK",01 Jul 2023,"Art & Design,Engineering&Technology,Business & Management,Medical & Pharmacy",University of Strathclyde,Master (one-year postgraduate Law program),UK
"Newcastle University International PhD Studentship in Geoscience, UK",22 Jun 2023,"Business & Management,Computer Science & IT,Medical & Pharmacy,Education",Newcastle University,PHD,UK
University of Leeds Mangoletsi-Potts International Scholarship in UK,14 Jul 2023,"Business & Management,Computer Science & IT,Education",University of Leeds,Bachelors,UK
"Meezan Scholarship for Pakistani Students at Cardiff University, UK",01 Jul 2023,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy,Education",Cardiff University,Postgraduate taught degree,UK
Teesside University Vice-Chancellor’s International Scholarships in UK,20 Jun 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",Teesside University,Undergraduate or Postgraduate,UK
SOAS University of London International Postgraduate Scholarships in UK,23 Jun 2023,"Business & Management,Education,Religion & Ethics,Social Sciences",SOAS University of London,Postgraduate Taught (on-campus),UK
Glasgow Caledonian University Advancing Health Practice International Scholarships in UK,05 Jul 2023,"Business & Management,Medical & Pharmacy,Education,Religion & Ethics",Glasgow Caledonian University,Master,UK
University of Exeter Global Leaders Scholarships for International Students in UK,31 Jul 2023,"Business & Management,Computer Science & IT,Medical & Pharmacy",University of Exeter,Postgraduate,UK
Teesside University Vice-Chancellor’s International Scholarships in UK,08 Jun 2023,"Art & Design,Engineering&Technology,Medical & Pharmacy,Education",Teesside University,Undergraduate or Postgraduate,UK
"ICL Stevenson Fund International Scholarship at Imperial College London, UK",20 Jun 2023,"Engineering&Technology,Computer Science & IT,Education,Religion & Ethics",Imperial College London,"Undergraduate, Postgraduate, or Doctoral",UK
Transform Together Scholarship 2023 Application Status ,31 May 2023,"Computer Science & IT,Religion & Ethics,Social Sciences,Tourism & Hospitality",Sheffield Hallam University,Scholarships are available for under graduate and post graduate study programs,UK
Commonwealth Scholarship for international students program,18 Oct 2023,"Computer Science & IT,Education,Religion & Ethics,Social Sciences",Commonwealth Scholarship,scholarships are available for post graduate and doctorate study programs,UK
Transform Together Scholarship 2023 Application Status ,31 May 2023,"Computer Science & IT,Medical & Pharmacy,Education,Social Sciences",Sheffield Hallam University,Scholarships are available for under graduate and post graduate study programs,UK
UK Seasonal Worker Visa 2023 for Unskilled Jobs,10 Jun 2023,"Art & Design,Business & Management,Religion & Ethics,Social Sciences",Seasonal Jobs,Bachelors,UK
CELFS Academic Achievement Scholarship at the University of Bristol ,25 May 2023,"Art & Design,Medical & Pharmacy,Religion & Ethics,Social Sciences",University of Bristol. ,Bachelors,UK
Scholarships for Pakistani students,31 May 2023,"Education,Religion & Ethics,Social Sciences",University of Birmingham,Bachelors,UK
UEA 50% Final Year Undergraduate Continuation Scholarship for International Students in the UK,31 Jul 2023,"Engineering&Technology,Business & Management,Education",University of East Anglia,Postgraduate Taught and Postgraduate Research,UK
British Council Free IELTS Preparation Course 2023,01 Jun 2023,"Medical & Pharmacy,Religion & Ethics,Social Sciences",British Council Free IELTS ,Diploma & Certificate,UK
"Study in University of London: Admission, Tuition, Courses, Scholarships, Ranking",18 May 2023,"Engineering&Technology,Medical & Pharmacy,Education,Religion & Ethics",University of London ,Undergraduate Programme / Postgraduate Programme,UK
Farming Jobs in the UK 2023 | Visa Sponsorship ,31 May 2023,"Art & Design,Engineering&Technology,Social Sciences,Short Courses,Agriculture & Veterinary",Seasonal Job,Diploma & Certificate,UK
Study in UK Universities Without IELTS in 2023,18 May 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",Northumbria University. ,Bachelors,UK
ODYSSEY SCHOLARSHIPS Scholarships for International s in UK,17 May 2023,"Business & Management,Computer Science & IT,Medical & Pharmacy,Social Sciences",The University of Chicago,Masters,UK
University of Munster Scholarships for International,10 May 2023,"Engineering&Technology,Business & Management,Computer Science & IT",Manchester Metropolitan University,Bachelors / Masters,UK
John Crook Scholarships,15 May 2023,"Art & Design,Medical & Pharmacy,Education,Social Sciences",John Crook Scholarships,Bachelors,UK
Transform Together Scholarship 2023 Application Status ,01 Nov 2023,"Engineering&Technology,Business & Management,Education,Religion & Ethics",Sheffield Hallam University,Scholarships are available for under graduate and post graduate study programs,UK
Six Schemes Of Commonwealth Scholarship 2023,18 Oct 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Religion & Ethics",Commonwealth Scholarship ,Scholarships are available for post graduate and doctorate study programs,UK
Rhodes Scholarships For Pakistani Students ,29 Nov 2023,"Business & Management,Medical & Pharmacy,Education,Religion & Ethics",Oxford University,Scholarships are available for post graduate study programs,UK
"Global Wales Postgraduate Scholarship for International Students at the University of South Wales, UK",31 May 2023,"Engineering&Technology,Business & Management,Computer Science & IT,Education",University of South Wales,Postgraduate,UK
UEA 50% Final Year Undergraduate Continuation Scholarship for International Students in the UK,31 Jul 2023,"Art & Design,Business & Management,Computer Science & IT,Religion & Ethics",University of East Anglia,Postgraduate Taught and Postgraduate Research,UK
RAU Sports International Scholarships in UK,01 May 2023,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT",Royal Agricultural University,Undergraduate,UK
University of Strathclyde international British Council GREAT Scholarships in Environmental Science and Climate Change,01 Jun 2023,"Engineering&Technology,Business & Management,Medical & Pharmacy",University of Strathclyde,Master,UK
Pentland Scholarships for International Students in UK,20 Apr 2023,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",University College London,Masters,UK
